accession_no,ticker,cik,filed_at,filing_date,item_codes,body_keywords,direction,direction_confidence,direction_source,t0_close,t1_close,t5_close,next_day_return,five_day_return,label_t1,label_t5
0001193125-22-304873,GT,0000042582,2022-12-14,2022-12-14,5.02|9.01,,,0.0,,12.99,13.07,12.61,0.00616,-0.02925,neutral,B_short
0001193125-22-297296,GT,0000042582,2022-12-02,2022-12-02,5.02|9.01,,,0.0,,12.99,13.07,12.61,0.00616,-0.02925,neutral,B_short
0001193125-22-275016,GT,0000042582,2022-11-01,2022-11-01,5.02,,,0.0,,12.99,13.07,12.61,0.00616,-0.02925,neutral,B_short
0001193125-22-273948,GT,0000042582,2022-10-31,2022-10-31,2.02|9.01,restate,short,0.85,body_keywords,12.99,13.07,12.61,0.00616,-0.02925,neutral,B_short
0001193125-22-265297,GT,0000042582,2022-10-19,2022-10-19,2.05,,,0.0,,12.99,13.07,12.61,0.00616,-0.02925,neutral,B_short
0001193125-22-261362,GT,0000042582,2022-10-12,2022-10-12,2.03,covenant_violation|restate,short,0.85,body_keywords,12.99,13.07,12.61,0.00616,-0.02925,neutral,B_short
0001193125-22-260678,GT,0000042582,2022-10-11,2022-10-11,5.03|9.01,,,0.0,,12.99,13.07,12.61,0.00616,-0.02925,neutral,B_short
0001193125-22-213091,GT,0000042582,2022-08-05,2022-08-05,2.02|9.01,,,0.0,,12.99,13.07,12.61,0.00616,-0.02925,neutral,B_short
0001193125-22-171605,GT,0000042582,2022-06-10,2022-06-10,5.02|9.01,,,0.0,,12.99,13.07,12.61,0.00616,-0.02925,neutral,B_short
0001193125-22-143039,GT,0000042582,2022-05-06,2022-05-06,2.02|9.01,,,0.0,,12.99,13.07,12.61,0.00616,-0.02925,neutral,B_short
0001193125-22-106881,GT,0000042582,2022-04-15,2022-04-15,5.02|5.07|9.01,,,0.0,,12.99,13.07,12.61,0.00616,-0.02925,neutral,B_short
0001628280-26-031713,VCEL,0000887359,2026-05-07,2026-05-07,2.02|9.01,fda_approval,long,0.85,body_keywords,35.13,33.46,,-0.04754,,A_short,
0001140361-26-018538,VCEL,0000887359,2026-05-01,2026-05-01,5.07|9.01,,,0.0,,35.57,36.49,33.46,0.02586,-0.05932,B_long,A_short
0001628280-26-012003,VCEL,0000887359,2026-02-26,2026-02-26,2.02|9.01,,,0.0,,37.68,35.68,34.0,-0.05308,-0.09766,A_short,A_short
0001140361-26-001060,VCEL,0000887359,2026-01-13,2026-01-13,2.02|7.01|9.01,,,0.0,,37.05,37.33,37.72,0.00756,0.01808,neutral,B_long
0001628280-25-049880,VCEL,0000887359,2025-11-06,2025-11-06,2.02|9.01,,,0.0,,38.75,38.94,39.84,0.0049,0.02813,neutral,B_long
0001628280-25-036854,VCEL,0000887359,2025-07-31,2025-07-31,2.02|9.01,,,0.0,,34.94,35.63,36.15,0.01975,0.03463,B_long,A_long
0001628280-25-023481,VCEL,0000887359,2025-05-08,2025-05-08,2.02|9.01,,,0.0,,41.87,41.73,41.49,-0.00334,-0.00908,neutral,neutral
0001140361-25-017110,VCEL,0000887359,2025-05-02,2025-05-02,5.02|5.07|9.01,restate,short,0.85,body_keywords,38.95,39.26,41.73,0.00796,0.07137,neutral,A_long
0001140361-25-013625,VCEL,0000887359,2025-04-14,2025-04-14,7.01,,,0.0,,41.23,42.02,39.42,0.01916,-0.0439,B_long,A_short
0001628280-25-008444,VCEL,0000887359,2025-02-27,2025-02-27,2.02|9.01,,,0.0,,49.62,51.29,48.76,0.03366,-0.01733,A_long,B_short
0001140361-25-001060,VCEL,0000887359,2025-01-14,2025-01-14,2.02|7.01|9.01,fda_approval,long,0.85,body_keywords,58.67,57.55,58.53,-0.01909,-0.00239,B_short,neutral
0001628280-24-045997,VCEL,0000887359,2024-11-07,2024-11-07,2.02|9.01,fda_approval,long,0.85,body_keywords,50.03,54.0,52.74,0.07935,0.05417,A_long,A_long
0001140361-24-038472,VCEL,0000887359,2024-08-26,2024-08-26,8.01|9.01,fda_approval,long,0.85,body_keywords,49.94,53.56,49.04,0.07249,-0.01802,A_long,B_short
0001140361-24-037511,VCEL,0000887359,2024-08-15,2024-08-15,8.01|9.01,fda_approval,long,0.85,body_keywords,46.14,46.28,47.5,0.00303,0.02948,neutral,B_long
0001628280-24-033894,VCEL,0000887359,2024-08-01,2024-08-01,2.02|9.01,fda_approval,long,0.85,body_keywords,47.52,47.62,46.25,0.0021,-0.02673,neutral,B_short
0001628280-24-021382,VCEL,0000887359,2024-05-08,2024-05-08,2.02|9.01,,,0.0,,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001140361-24-024327,VCEL,0000887359,2024-05-03,2024-05-03,5.07|9.01,,,0.0,,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001628280-24-007807,VCEL,0000887359,2024-02-29,2024-02-29,2.02|9.01,,,0.0,,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001140361-24-001518,VCEL,0000887359,2024-01-09,2024-01-09,2.02|7.01|9.01,,,0.0,,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001628280-23-037567,VCEL,0000887359,2023-11-08,2023-11-08,2.02|9.01,,,0.0,,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001104659-23-102314,VCEL,0000887359,2023-09-20,2023-09-20,8.01|9.01,,,0.0,,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001628280-23-026579,VCEL,0000887359,2023-08-02,2023-08-02,2.02|9.01,,,0.0,,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001628280-23-017028,VCEL,0000887359,2023-05-10,2023-05-10,2.02|9.01,,,0.0,,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001140361-23-023201,VCEL,0000887359,2023-05-05,2023-05-05,5.02|5.07|9.01,restate,short,0.85,body_keywords,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001628280-23-004701,VCEL,0000887359,2023-02-23,2023-02-23,2.02|9.01,fda_approval,long,0.85,body_keywords,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001104659-23-002721,VCEL,0000887359,2023-01-10,2023-01-10,2.02|7.01|9.01,fda_approval,long,0.85,body_keywords,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001104659-22-130934,VCEL,0000887359,2022-12-29,2022-12-29,8.01|9.01,fda_approval,long,0.85,body_keywords,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001628280-22-029065,VCEL,0000887359,2022-11-09,2022-11-09,2.02|9.01,,,0.0,,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001628280-22-020345,VCEL,0000887359,2022-08-03,2022-08-03,2.02|9.01,,,0.0,,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001104659-22-085173,VCEL,0000887359,2022-08-02,2022-08-02,1.01|2.03|9.01,,long,0.5,item_codes,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001628280-22-012148,VCEL,0000887359,2022-05-04,2022-05-04,2.02|9.01,,,0.0,,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001104659-22-053666,VCEL,0000887359,2022-04-29,2022-04-29,5.02|5.07|9.01,restate,short,0.85,body_keywords,48.52,48.53,51.13,0.00021,0.05379,neutral,A_long
0001628280-26-033160,EFC,0001411342,2026-05-11,2026-05-11,8.01|9.01,,,0.0,,13.46,13.48,,0.00149,,neutral,
0001628280-26-030664,EFC,0001411342,2026-05-05,2026-05-05,2.02|7.01|9.01,covenant_violation,short,0.85,body_keywords,13.11,13.57,13.48,0.03509,0.02822,A_long,B_long
0001628280-26-027713,EFC,0001411342,2026-04-28,2026-04-28,7.01|9.01,,,0.0,,13.33,13.18,13.11,-0.01125,-0.0165,B_short,B_short
0001628280-26-024118,EFC,0001411342,2026-04-07,2026-04-07,8.01|9.01,,,0.0,,12.05,12.3,12.71,0.02075,0.05477,B_long,A_long
0001628280-26-020882,EFC,0001411342,2026-03-25,2026-03-25,7.01|9.01,,,0.0,,11.77,11.7,11.9,-0.00595,0.01104,neutral,B_long
0001628280-26-016113,EFC,0001411342,2026-03-09,2026-03-09,8.01|9.01,,,0.0,,11.81,12.09,11.94,0.02371,0.01101,B_long,B_long
0001628280-26-015350,EFC,0001411342,2026-03-05,2026-03-05,7.01|9.01,,,0.0,,12.2,12.03,11.92,-0.01393,-0.02295,B_short,B_short
0001628280-26-011887,EFC,0001411342,2026-02-26,2026-02-26,2.02|7.01|9.01,covenant_violation,short,0.85,body_keywords,12.58,12.42,12.2,-0.01272,-0.03021,B_short,A_short
0001628280-26-006498,EFC,0001411342,2026-02-09,2026-02-09,8.01|9.01,,,0.0,,12.83,12.85,12.82,0.00156,-0.00078,neutral,neutral
0001628280-26-004740,EFC,0001411342,2026-02-03,2026-02-03,7.01|9.01,,,0.0,,12.6,12.85,12.85,0.01984,0.01984,B_long,B_long
0001628280-26-003730,EFC,0001411342,2026-01-28,2026-01-28,8.01|9.01,,,0.0,,13.36,13.5,12.85,0.01048,-0.03817,B_long,A_short
0001628280-26-003722,EFC,0001411342,2026-01-28,2026-01-28,1.01|9.01,at_the_market_offering|issue_and_sell_shares|material_adverse_change|material_weakness|restate|shelf_takedown|underwritten_offering,short,0.85,body_keywords,13.36,13.5,12.85,0.01048,-0.03817,B_long,A_short
0001628280-26-001437,EFC,0001411342,2026-01-09,2026-01-09,8.01|9.01,,,0.0,,13.72,13.73,14.01,0.00073,0.02114,neutral,B_long
0001628280-25-059115,EFC,0001411342,2025-12-30,2025-12-30,7.01|9.01,,,0.0,,13.75,13.58,13.61,-0.01236,-0.01018,B_short,B_short
0001628280-25-059006,EFC,0001411342,2025-12-29,2025-12-29,1.01|9.01,issue_and_sell_shares|material_adverse_change|material_weakness|restate|shelf_takedown,short,0.85,body_keywords,13.79,13.75,13.53,-0.0029,-0.01885,neutral,B_short
0001628280-25-055420,EFC,0001411342,2025-12-04,2025-12-04,8.01|9.01,,,0.0,,13.63,13.72,13.69,0.0066,0.0044,neutral,neutral
0001628280-25-054206,EFC,0001411342,2025-11-28,2025-11-28,7.01|9.01,,,0.0,,13.7,13.47,13.72,-0.01679,0.00146,B_short,neutral
0001628280-25-051146,EFC,0001411342,2025-11-10,2025-11-10,8.01|9.01,,,0.0,,13.28,13.94,13.6,0.0497,0.0241,A_long,B_long
0001628280-25-049702,EFC,0001411342,2025-11-05,2025-11-05,2.02|7.01|9.01,covenant_violation,short,0.85,body_keywords,13.67,13.78,13.76,0.00805,0.00658,neutral,neutral
0001628280-25-046141,EFC,0001411342,2025-10-24,2025-10-24,7.01|9.01,,,0.0,,13.32,13.36,13.32,0.003,0.0,neutral,neutral
0001628280-25-044487,EFC,0001411342,2025-10-07,2025-10-07,8.01|9.01,,,0.0,,13.45,13.62,13.65,0.01264,0.01487,B_long,B_long
0001628280-25-044314,EFC,0001411342,2025-10-06,2025-10-06,1.01|2.03|8.01|9.01,covenant_violation|material_adverse_change|restate,short,0.85,body_keywords,13.28,13.45,13.48,0.0128,0.01506,B_long,B_long
0001628280-25-043277,EFC,0001411342,2025-10-01,2025-10-01,8.01|9.01,,,0.0,,13.09,13.15,13.62,0.00458,0.04049,neutral,A_long
0001628280-25-043003,EFC,0001411342,2025-09-29,2025-09-29,8.01|9.01,,,0.0,,13.01,12.98,13.28,-0.00231,0.02075,neutral,B_long
0001628280-25-042845,EFC,0001411342,2025-09-25,2025-09-25,7.01|9.01,,,0.0,,13.07,13.17,13.15,0.00765,0.00612,neutral,neutral
0001411342-25-000081,EFC,0001411342,2025-09-08,2025-09-08,8.01|9.01,,,0.0,,13.7,13.66,13.41,-0.00292,-0.02117,neutral,B_short
0001411342-25-000079,EFC,0001411342,2025-08-27,2025-08-27,7.01|9.01,,,0.0,,13.79,13.75,13.71,-0.0029,-0.0058,neutral,neutral
0001411342-25-000073,EFC,0001411342,2025-08-07,2025-08-07,2.02|7.01|9.01,covenant_violation,short,0.85,body_keywords,12.66,12.98,13.77,0.02528,0.08768,B_long,A_long
0001411342-25-000072,EFC,0001411342,2025-08-07,2025-08-07,8.01|9.01,,,0.0,,12.66,12.98,13.77,0.02528,0.08768,B_long,A_long
0001411342-25-000068,EFC,0001411342,2025-07-22,2025-07-22,2.02|7.01|9.01,,,0.0,,13.19,13.33,13.16,0.01061,-0.00227,B_long,neutral
0001411342-24-000107,EFC,0001411342,2024-11-06,2024-11-06,2.02|7.01|9.01,covenant_violation,short,0.85,body_keywords,12.04,12.43,12.21,0.03239,0.01412,A_long,B_long
0001411342-24-000083,EFC,0001411342,2024-09-10,2024-09-10,8.01|9.01,,,0.0,,13.2,13.13,13.24,-0.0053,0.00303,neutral,neutral
0001411342-24-000080,EFC,0001411342,2024-08-28,2024-08-28,7.01|9.01,,,0.0,,13.21,13.22,13.13,0.00076,-0.00606,neutral,neutral
0001411342-24-000075,EFC,0001411342,2024-08-08,2024-08-08,8.01|9.01,,,0.0,,12.81,12.83,12.94,0.00156,0.01015,neutral,B_long
0001411342-24-000073,EFC,0001411342,2024-08-07,2024-08-07,2.02|7.01|9.01,covenant_violation,short,0.85,body_keywords,12.57,12.81,12.87,0.01909,0.02387,B_long,B_long
0001411342-24-000070,EFC,0001411342,2024-07-30,2024-07-30,7.01|9.01,,,0.0,,12.97,12.69,12.18,-0.02159,-0.06091,B_short,A_short
0001411342-24-000068,EFC,0001411342,2024-07-08,2024-07-08,8.01|9.01,,,0.0,,12.29,12.31,12.96,0.00163,0.05452,neutral,A_long
0001411342-24-000064,EFC,0001411342,2024-06-26,2024-06-26,7.01|9.01,,,0.0,,12.18,12.13,12.15,-0.00411,-0.00246,neutral,neutral
0001411342-24-000059,EFC,0001411342,2024-06-11,2024-06-11,8.01|9.01,,,0.0,,11.85,12.09,12.18,0.02025,0.02785,B_long,B_long
0001411342-24-000057,EFC,0001411342,2024-05-31,2024-05-31,7.01|9.01,,,0.0,,12.12,12.15,11.93,0.00248,-0.01568,neutral,B_short
0001411342-24-000055,EFC,0001411342,2024-05-20,2024-05-20,5.03|5.07|9.01,restate,short,0.85,body_keywords,12.11,12.05,12.02,-0.00495,-0.00743,neutral,neutral
0001411342-24-000050,EFC,0001411342,2024-05-08,2024-05-08,2.02|7.01|9.01,covenant_violation,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-24-000048,EFC,0001411342,2024-05-07,2024-05-07,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-24-000045,EFC,0001411342,2024-04-24,2024-04-24,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-24-000043,EFC,0001411342,2024-04-08,2024-04-08,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-24-000032,EFC,0001411342,2024-03-28,2024-03-28,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-24-000027,EFC,0001411342,2024-03-07,2024-03-07,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-24-000025,EFC,0001411342,2024-03-07,2024-03-07,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-24-000016,EFC,0001411342,2024-02-27,2024-02-27,2.02|7.01|9.01,covenant_violation,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-24-000010,EFC,0001411342,2024-02-08,2024-02-08,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-24-000008,EFC,0001411342,2024-02-08,2024-02-08,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-24-000006,EFC,0001411342,2024-01-12,2024-01-12,8.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-24-000002,EFC,0001411342,2024-01-09,2024-01-09,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000205,EFC,0001411342,2023-12-26,2023-12-26,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000202,EFC,0001411342,2023-12-15,2023-12-15,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000200,EFC,0001411342,2023-12-14,2023-12-14,1.01|2.01|3.03|5.03|7.01|8.01|9.01,dividend_increase|restate,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000192,EFC,0001411342,2023-11-29,2023-11-29,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000190,EFC,0001411342,2023-11-27,2023-11-27,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000187,EFC,0001411342,2023-11-14,2023-11-14,1.01|9.01,issue_and_sell_shares|material_adverse_change|material_weakness|restate|shelf_takedown,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000179,EFC,0001411342,2023-11-07,2023-11-07,2.02|7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000178,EFC,0001411342,2023-11-07,2023-11-07,2.02|7.01|9.01,covenant_violation,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000174,EFC,0001411342,2023-10-25,2023-10-25,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000172,EFC,0001411342,2023-10-20,2023-10-20,1.01|9.01,material_adverse_change|registered_direct_offering|restate|securities_purchase_agreement|shelf_takedown,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000170,EFC,0001411342,2023-10-20,2023-10-20,1.01|1.02|7.01|9.01,registered_direct_offering,short,0.8,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000163,EFC,0001411342,2023-10-06,2023-10-06,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000161,EFC,0001411342,2023-09-26,2023-09-26,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000159,EFC,0001411342,2023-09-07,2023-09-07,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000157,EFC,0001411342,2023-08-24,2023-08-24,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000145,EFC,0001411342,2023-08-07,2023-08-07,2.02|7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000144,EFC,0001411342,2023-08-07,2023-08-07,2.02|7.01|9.01,buyback_authorized|covenant_violation,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000134,EFC,0001411342,2023-07-24,2023-07-24,2.02|7.01|8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000132,EFC,0001411342,2023-07-10,2023-07-10,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001104659-23-077395,EFC,0001411342,2023-07-03,2023-07-03,1.01|7.01|9.01,convertible_debt_issuance|definitive_agreement_acquisition|restate,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000130,EFC,0001411342,2023-06-21,2023-06-21,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000126,EFC,0001411342,2023-06-07,2023-06-07,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000119,EFC,0001411342,2023-05-30,2023-05-30,1.01|7.01|9.01,definitive_agreement_acquisition,long,0.7,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000113,EFC,0001411342,2023-05-30,2023-05-30,7.01|9.01,definitive_agreement_acquisition,long,0.7,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000109,EFC,0001411342,2023-05-24,2023-05-24,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000106,EFC,0001411342,2023-05-22,2023-05-22,8.01|9.01,restate,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000102,EFC,0001411342,2023-05-16,2023-05-16,5.07,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000096,EFC,0001411342,2023-05-08,2023-05-08,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000094,EFC,0001411342,2023-05-08,2023-05-08,2.02|7.01|9.01,buyback_authorized|covenant_violation,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000087,EFC,0001411342,2023-04-24,2023-04-24,7.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000084,EFC,0001411342,2023-04-10,2023-04-10,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000067,EFC,0001411342,2023-03-23,2023-03-23,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000064,EFC,0001411342,2023-03-21,2023-03-21,8.01|9.01,buyback_authorized,long,0.7,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000060,EFC,0001411342,2023-03-07,2023-03-07,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000048,EFC,0001411342,2023-02-23,2023-02-23,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000046,EFC,0001411342,2023-02-23,2023-02-23,2.02|7.01|9.01,covenant_violation,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000042,EFC,0001411342,2023-02-07,2023-02-07,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000038,EFC,0001411342,2023-02-06,2023-02-06,1.01|3.03|5.03|9.01,dividend_increase|issue_and_sell_shares|material_adverse_change|material_weakness|restate|shelf_takedown,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000027,EFC,0001411342,2023-02-02,2023-02-02,2.02|8.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000019,EFC,0001411342,2023-01-26,2023-01-26,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000016,EFC,0001411342,2023-01-25,2023-01-25,1.01|9.01,issue_and_sell_shares|restate|shelf_takedown,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000005,EFC,0001411342,2023-01-10,2023-01-10,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-23-000003,EFC,0001411342,2023-01-05,2023-01-05,5.03|9.01,acquired_by|restate,long,0.9,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000122,EFC,0001411342,2022-12-20,2022-12-20,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000120,EFC,0001411342,2022-12-07,2022-12-07,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000114,EFC,0001411342,2022-11-16,2022-11-16,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000107,EFC,0001411342,2022-11-07,2022-11-07,2.02|7.01|9.01,covenant_violation,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000106,EFC,0001411342,2022-11-07,2022-11-07,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000101,EFC,0001411342,2022-10-18,2022-10-18,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000099,EFC,0001411342,2022-10-06,2022-10-06,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000098,EFC,0001411342,2022-10-06,2022-10-06,2.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000093,EFC,0001411342,2022-09-19,2022-09-19,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000090,EFC,0001411342,2022-09-08,2022-09-08,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000088,EFC,0001411342,2022-08-17,2022-08-17,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000082,EFC,0001411342,2022-08-05,2022-08-05,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000078,EFC,0001411342,2022-08-04,2022-08-04,2.02|7.01|9.01,covenant_violation,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000072,EFC,0001411342,2022-07-18,2022-07-18,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000069,EFC,0001411342,2022-07-08,2022-07-08,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000067,EFC,0001411342,2022-06-16,2022-06-16,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000065,EFC,0001411342,2022-06-07,2022-06-07,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000063,EFC,0001411342,2022-05-18,2022-05-18,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000061,EFC,0001411342,2022-05-17,2022-05-17,5.07,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000054,EFC,0001411342,2022-05-05,2022-05-05,2.02|7.01|9.01,covenant_violation,short,0.85,body_keywords,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000052,EFC,0001411342,2022-05-02,2022-05-02,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000050,EFC,0001411342,2022-04-18,2022-04-18,7.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001411342-22-000047,EFC,0001411342,2022-04-07,2022-04-07,8.01|9.01,,,0.0,,11.75,11.92,12.11,0.01447,0.03064,B_long,A_long
0001193125-26-209044,INVA,0001080014,2026-05-06,2026-05-06,2.02|9.01,buyback_authorized|convertible_debt_issuance,long,0.7,body_keywords,22.52,22.8,,0.01243,,B_long,
0001193125-26-204243,INVA,0001080014,2026-05-04,2026-05-04,5.07,,,0.0,,22.99,22.65,22.52,-0.01479,-0.02044,B_short,B_short
0001193125-26-071974,INVA,0001080014,2026-02-25,2026-02-25,2.02|9.01,buyback_authorized|convertible_debt_issuance|fda_approval,long,0.85,body_keywords,24.24,23.54,22.73,-0.02888,-0.06229,B_short,A_short
